"영문명","한글명","국가명_영문","국가명_한글","지역","주_영문","주_한글","도시명_영문","도시명_한글","홈페이지"
"Aeroparque Jorge Newbery Airport","아에르파크 호르헤 뉴베리 공항","Argentina","아르헨티나","중남미","Buenos Aires","부에노스아이레스","Buenos Aires","부에노스아이레스","www.aa2000.com.ar"
"General Martin Miguel de Guemes Airport (formely General Belgrano Airport)","제너럴 마틴 미구엘 드 게메즈 공항 (구>제너널 벨그라노 공항)","Argentina","아르헨티나","중남미","Salta","살타","Salta","살타",""
"Ministro Pistarini Airport (Ezeiza International)","미니스트로 피스타리니 공항 (에제이자 국제공항)","Argentina","아르헨티나","중남미","Buenos Aires","부에노스아이레스","Buenos Aires","부에노스아이레스","www.aa2000.com.ar"
"Resistencia International Airport","레시스텐시아 국제공항","Argentina","아르헨티나","중남미","Chaco","차코","Resistencia","레시스텐시아",""
"Queen Beatrix International Airport (Reina Beatrix Airport)","레이나 비트릭스 공항","Aruba","아루바","중남미","","","Oranjestad","오란제스타드","www.airportaruba.com"
"Estate Airport","에스테이트 공항","Bahamas","바하마","중남미","","","Stella Maris","스텔라마리스",""
"Exuma International Airport","익졈마 국제공항","Bahamas","바하마","중남미","","","George Town","조지타운",""
"Grand Bahama International Airport","그랜드 바하마 국제공항","Bahamas","바하마","중남미","","","Freeport","프리포트","www.hph.com.hk"
"Nassau International Airport","나사우 국제공항","Bahamas","바하마","중남미","","","Nassau","나사우",""
"Grantley Adams International Airport","그랜틀리 아담스 국제공항","Barbados","바베이도스","중남미","","","Barbados","바베이도스",""
"Philip S.W. Goldson International Airport ( Belize International )","필립 S.W. 골드선 국제공항  ( 벨리즈 국제공항 )","Belize","벨리즈","중남미","","","Belize","벨리즈 시티",""
"L. F. Wade International Airport (formerly Bermuda International Airport)","엘에프 웨이드 국제공항 (구>버뮤다 국제공항)","Bermuda","버뮤다","중남미","","","Bermuda","버뮤다 제도","www.bermudaairport.com"
"El Alto Airport","엘 알토 공항","Bolivia","볼리비아","중남미","","","La Paz","라파스","www.sabsa.aero/aeropuerto-el-alto"
"J. Wilsterman Airport","J. 윌스트먼 공항","Bolivia","볼리비아","중남미","","","Cochabamba","코차밤바",""
"Viru Viru International Airport","비루 비루 국제공항","Bolivia","볼리비아","중남미","","","Santa Cruz","산타크루스",""
"Aeroporto Internacional de Foz do Iguacu","이과수폭포 공항","Brazil","브라질","중남미","Parana","파라나","Iguassu Falls","이과수폭포",""
"Afonso Pena Airport","아폰소 페냐 공항","Brazil","브라질","중남미","Parana","파라나","Curitiba","쿠리티바","www.infraero.gov.br"
"Altamira Airport","알타미라 공항","Brazil","브라질","중남미","Para","파라","Altamira","알타미라",""
"Augusto Severo Airport","아우구스토 세베로 공항","Brazil","브라질","중남미","Rio Grande do Norte","리우그란데두노르테","Natal","나탈","www.infraero.gov.br"
"Belmonte Airport","벨몬테 공항","Brazil","브라질","중남미","Rondonia","론도니아","Porto Velho","포르토벨로",""
"Brasilia International Airport","브라질리아 국제공항","Brazil","브라질","중남미","Dlstrito Federal","디스트리토 페데립","Brasilia","브라질리아","www.infraero.gov.br/"
"Campo de Marte Airport","캄포 데 마르테 공항","Brazil","브라질","중남미","Sao Paulo","상파울루 /상파울로","Sao Paulo","상파울루","www.infraero.com.br/index.php/br/aeroportos/sao-paulo/aeroporto-campo-de-marte.html"
"Campo Grande International Airport","캄푸그란데 국제공항","Brazil","브라질","중남미","Mato Grosso do Sul","마투그로수두술","Campo Grande","캄푸그란데",""
"Castro Pinto Airport","카스트로 핀토 공항","Brazil","브라질","중남미","Paraiba","파라이바","Joao Pessoa","주앙페소아",""
"Congonhas Airport","콩곤하스 공항","Brazil","브라질","중남미","Sao Paulo","상파울루","Sao Paulo","상파울루","www.infraero.gov.br"
"Corumba International Airport","코룸바 국제공항","Brazil","브라질","중남미","Mato Grosso do Sul","마투그로수두술","Corumba","코룸바","www.infraero.gov.br"
"Eduardo Gomes Airport","에두와르토 고메즈 공항","Brazil","브라질","중남미","Para","파라","Santarem","산타렘",""
"Eduardo Gomes International Airport ((Brigadeiro Eduardo Gomes-Manaus International Airport)","에두와르토 고메즈 국제공항","Brazil","브라질","중남미","Amazonas","아마조네스","Manaus","마나우스","www.infraero.com.br/index.php/br/aeroportos/amazonas/aeroporto-internacional-eduardo-gomes.html"
"Eurico Sales Airport","에우리코 살레즈 공항","Brazil","브라질","중남미","Espirito Santo","에스피리토산토","Vitoria","비토리아",""
"Guararapes International Airport","과하라페즈 국제공항 (질베트투 프레이리 국제공항)","Brazil","브라질","중남미","Pemambuco","뻬만부쵸","Recife","레시페","www.infraero.gov.br"
"Guarulhos International Airport","과룰하스 국제공항","Brazil","브라질","중남미","Sao Paulo","상파울루","Sao Paulo","상파울루","www.gru.com.br/en"
"Hercilio Luz Airport","헤르칠리오 후즈 공항","Brazil","브라질","중남미","Santa Catarina","산타카타리나","Florianopolis","플로리아노폴리스",""
"Ilheus Jorge Amado Airport","일에우스  호르헤 아마도 공항","Brazil","브라질","중남미","Bahia	","바이아","Ilheus","일에우스",""
"Londrina Airport","론드리나 공항","Brazil","브라질","중남미","Parana","파라나","Londrina","론드리나",""
"Luis E. Magalhaes Airport","루이즈 E. 마갈헤즈 공항","Brazil","브라질","중남미","Bahia","바이아","Salvador","살바도르",""
"Macapa Internacional Airport","마카파 국제공항","Brazil","브라질","중남미","Amapa","아마빠","Macapa","마카파","www.infraero.com.br/index.php/br/aeroportos/amapa/aeroporto-internacional-de-macapa.html"
"Mal. Cunha Machado Airport","말 쿤하 마체이도 공항","Brazil","브라질","중남미","Maranhao","마란하우","Sao Luiz","상루이즈",""
"Marechal Rondon Airport","마레첼 론돈 공항","Brazil","브라질","중남미","Mato Grosso","마투그로수","Cuiaba","쿠이아 바",""
"Palmares Airport","팔마레즈 공항","Brazil","브라질","중남미","Alagoas","알라고아스","Maceio","마세이오",""
"Pampulha Airport","팜풀하 공항","Brazil","브라질","중남미","Minas Gerais","미나스제라이스","Belo Horizonte","벨로리존테",""
"Petrolina Internacional Airport","페트롤리나 국제공항","Brazil","브라질","중남미","Pemambuco","뻬만부쵸","Petrolina","페트롤리나",""
"Pinto Martins Airport","핀토 마틴 공항","Brazil","브라질","중남미","Ceara","쎄아라","Fortaleza","포르탈레자","www.infraero.gov.br"
"Presidente Medici Airport","프레지덴테 메디치 공항","Brazil","브라질","중남미","Acre","아크레","Rio Branco","리우브랑쿠",""
"Rio de Janeiro International Airport (Galeao - Antonio Carlos Jobim)","리우데자네이루 국제공항 (갈랴오 안토니오 카를로스 조빔)","Brazil","브라질","중남미","Rio de Janeiro","리우데자네이루","Rio De Janeiro","리우데자네이루","www.infraero.com.br/index.php/br/aeroportos/rio-de-janeiro/aeroporto-internacional-do-rio-de-janeiro.html"
"Salgado Filho Airport","살라도 핀호 공항","Brazil","브라질","중남미","Rio Grande do Sul","리우그란데두술","Porto Alegre","포르투알레그리",""
"Santa Maria Airport","산타마리아 공항","Brazil","브라질","중남미","Sergipe","세르지페","Aracaju","아라카주",""
"Senador Petronio Portella Airport","세나됴 페트로니오 포르텔라 공항","Brazil","브라질","중남미","Piaui","피아우이","Teresina","테레지나",""
"Tancredo Neves International Airport ( Belo Horizonte International )","탄크레도 니브스 국제공항  ( 벨로호리존테 국제공항 )","Brazil","브라질","중남미","Minas Gerais","미나스제라이스","Belo Horizonte","벨로리존테","www.infraero.com.br/index.php/br/aeroportos/minas-gerais/aeroporto-de-tancredo.html"
"Val de Cans Airport","발 데 칸즈 공항","Brazil","브라질","중남미","Para","파라","Belem","베렘","www.infraero.com.br/index.php/br/aeroportos/para/aeroporto-internacional-de-belem.html"
"Viracopos Airport","비라코포스 공항","Brazil","브라질","중남미","Sao Paulo","상파울루","Campinas","캄피나스",""
"Gerrard-Smith Airport","제라드 스미스 공항","Cayman Islands","케이멘제도","중남미","","","Cayman Brae Island","케이만 브라에 아일랜드","www.caymanairports.com"
"Alto Palena Airport","알토 팔레나 공항","Chile","칠레","중남미","","","Alto Palena","알토 팔레나",""
"Arturo Merino Benitez Airport (Santiago International Airport) (Comodoro Arturo Merino Benitez International Airport )","아우투로 메리노 베니테즈 공항","Chile","칠레","중남미","","","Santiago","산티아고","www.aeropuertosantiago.cl/"
"Balmaceda Airport","발마세다 공항","Chile","칠레","중남미","","","Balmaceda","발마세다",""
"Barriles Airport","배러아일스 공항","Chile","칠레","중남미","","","Tocopilla","토코필라",""
"Canal Bajo Airport","카날 바조 공항","Chile","칠레","중남미","","","Osorno","오소르노",""
"Capitan Fuentes Martinez Airport","카피탄 후엔테즈 마티네즈 공항","Chile","칠레","중남미","","","Porvenir","포비니어",""
"Carriel Sur Airport","카리엘 쉬 공항","Chile","칠레","중남미","","","Concepcion","콘셉시온",""
"Cavancha Airport","카라반챠 공항","Chile","칠레","중남미","","","Iquique","이키케",""
"Cerro Moreno Airport","세로 모레노 공항","Chile","칠레","중남미","","","Antofagasta","안토파가스타",""
"Chacalluta Airport","챠깔루타 공항","Chile","칠레","중남미","","","Arica","아리카",""
"Alfonso Bonilla Aragon Airport","알폰손 보닐랴 아라곤 공항","Colombia","콜롬비아","중남미","","","Cali","칼리","www.aerocali.com.co"
"Eldorado Airport","엘도라도 공항","Colombia","콜롬비아","중남미","","","Bogota","보고타","www.elnuevodorado.com"
"Ernesto Cortissoz Airport","에르네스토 코르티쇼즈 공항","Colombia","콜롬비아","중남미","","","Barranquilla","바랑키야","www.BAQ.aero"
"Rafael Nunez Airport","라파엘 누네즈 공항","Colombia","콜롬비아","중남미","","","Cartagena","카르타헤나","www.sacsa.com "
"Juan Santamaria International Airport","후안 산타마리아 국제공항","Costa Rica","코스타리카","중남미","","","San Jose","샌호세",""
"Frank Pais Airport","프랭크 페이스 공항","Cuba","쿠바","중남미","","","Holguin","올긴주","holguin.airportcuba.net"
"Ignacio Agramonte International Airport","이그냐시오 아그라몬테 국제공항","Cuba","쿠바","중남미","","","Camaguey","카마구에이","camaguey.airportcuba.net"
"Jose Marti International Airport","호세 마르티 국제공항","Cuba","쿠바","중남미","","","Havana","아바나",""
"Juan Gualberto Gomez Airport","후안 구알베르토 고메즈 공항","Cuba","쿠바","중남미","","","Varadero","바라데로","www.varadero-airport.com"
"Maximo Gomez Airport","막시모 고메즈 공항","Cuba","쿠바","중남미","","","Ciego De Avila","시에고데아빌라",""
"Sierra Maestra Airport","시에라 마에스트라 공항","Cuba","쿠바","중남미","","","Manzanillo","만사니요","manzanillodecuba.airportcuba.net"
"Ambouli Airport","암불리 공항","Djibouti","주부티","중남미","","","Djibouti","지부티",""
"La Union Airport ( Gregorio Luperon International )","라 유니온 공항  ( 그레고리오 루페론 )","Djibouti","도미니카 공화국","중남미","","","Puerto Plata","푸에르토플라타","www.aerodom.com/app/do/aeropuertos_puertoplata.aspx"
"Las America International Airport ( Jose Francisco Pena Gomez )","라스 아메리카 국제공항  ( 호세 프란시스코 페나 고메즈)","Djibouti","도미니카 공화국","중남미","","","Santo Domingo","산토도밍고",""
"La Romana International Airport","라로마나 국제공항","Dominican Republic","도미니카 공화국","중남미","","","La Romana","라로마나",""
"Punta Cana International Airport","푼타카나 국제공항","Dominican Republic","도미니카 공화국","중남미","","","Higuey / Punta Cana","히게이 / 푼타카나","www.puntacanainternationalairport.com/"
"Mariscal Sucre International Airport","마리스칼 수쿠레 국제공항","Ecuador","에콰도르","중남미","","","Quito","키토","www.quiport.com"
"Simon Bolivar International Airport","시몬 볼리바 국제공항","Ecuador","에콰도르","중남미","","","Guayaquil","과야킬",""
"Comalapa International Airport ( El Salvador International )","코말라파 국제공항  ( 엘살바도르 국제공항 )","El Salvador","엘살바드로","중남미","","","San Salvador","산살바도르",""
"Felix Eboue Airport","로샹보 공항","French Guiana","프랑스령 기아나","중남미","","","Cayenne","카옌",""
"Maurice Bishop International Airport  (formerly Point Saline International Airport)","모리스 비숍 국제공항 (구>포인트 살리네 국제공항)","Grenada","그라나다","중남미","","","St. George's","세인트 조지",""
"Le Raizet Airport","르 레제 공항","Guadeloupe","과들루프","중남미","","","Pointe A Pitre","퐁테-아-피트르",""
"La Aurora Airport","라 아우로라 공항","Guatemala","과테말라","중남미","","","Guatemala City","과테말라시티",""
"Cheddi Jagan International Airport (Timehri International  )","체디 자간 국제공항 (티메히리 국제공항 )","Guyana","가이아나","중남미","","","Georgetown","조지타운",""
"Port Au Prince International Airport ( Mais Gate )","포르토프랭스 국제공항  ( 마이스 게이트 )","Haiti","아이티","중남미","","","Port Au Prince","포르토프랭스",""
"Norman Manley Airport","노먼 먼레이 공항","Jamaica","자메이카","중남미","","","Kingston","킹스턴","www.manley-airport.com.jm"
"Sangster International Airport","상스터 국제공항","Jamaica","자메이카","중남미","","","Montego Bay","몬테고베이",""
"Lamentin Airport","라멩탱 공항","Martinique","마르티니크","중남미","","","Fort De France","포르드프랑스","www.martinique.aeroport.fr/"
"Alvarez International Airport (Acapulco International)","알바레즈 국제공항 (아카풀코 국제공항)","Mexico","멕시코","중남미","","","Acapulco","아카풀코",""
"Bahias de Huatulco International Airport","버하이 데  후아츌코 국제공항","Mexico","멕시코","중남미","Oaxaca","오악사카","Huatulco","후아툴코",""
"Benito Juarez International Airport ( Mexico City International )","베니토 후아레즈 국제공항  ( 멕시코시티 국제공항 )","Mexico","멕시코","중남미","","","Mexico City","멕시코시티","www.aicm.com.mx/"
"Cancun International Airport","캔쿤 국제공항","Mexico","멕시코","중남미","Quintana Roo","킨타나로오","Cancun","칸쿤",""
"Capitan Carlos Rovirosa Perez Airport","카피탄 카를로스 로비로사 공항","Mexico","멕시코","중남미","","","Villahermosa","비야에르모사",""
"Cozumel International Airport","코즈멜 국제공항","Mexico","멕시코","중남미","Quintana Roo","킨타나로오","Cozumel","코즈멜",""
"Tijuana International Airport (General Abelardo L. Rodriguez International Airport)","티후아나 국제공항 (제너랄 아베랄도 L. 로드리게즈 국제공항)","Mexico","멕시코","중남미","Baja California","바자캘리포니아","Tijuana","티후아나","aeropuertosgap.com.mx/en/tijuana-3.html"
"General Francisco J. Mujica International Airport","제너널 프란치스코 J. 뮤지카 국제공항","Mexico","멕시코","중남미","Michoacan","미초아칸","Morelia","모렐리아",""
"General Manuel Marquez de leon Airport ( La Paz International )","제너랄 마뉴엘 마르케즈 데 레옹 공항  ( 라파즈 국제공항 )","Mexico","멕시코","중남미","","","La Paz","라파스",""
"General Mariano Escobedo Airport ( Monterrey International )","제너럴 마리아노 공항  ( 몬테레이 국제공항 )","Mexico","멕시코","중남미","","","Monterrey","몬테레이",""
"General Rafael Buelna Airport ( Mazatlan International )","제너랄 라파엘 부엘나 공항  ( 마사틀란 국제공항 )","Mexico","멕시코","중남미","","","Mazatlan","마사틀란",""
"General Rodolfo Sanchez Taboada International Airport","제너랄 로볼포 산체트 타보다 국제공항","Mexico","멕시코","중남미","Baja California","바자캘리포니아","Mexicali","멕시칼리","www.aeropuertosgap.com.mx/en/mexicali-3.html"
"Las Bajadas Airport","라 바자다스 공항","Mexico","멕시코","중남미","","","Veracruz","베라크루스",""
"Licenciado Gustavo Dia Ordaz International","릭 구스타보 디아 오르다즈 공항","Mexico","멕시코","중남미","","","Puerto Vallarta","푸에르토발라타",""
"Lie Manuel Crescencio Rejon Airport ( Merida International )","리에 마뉴엘 크레센시오 레종 공항  ( 메리다 국제공항 )","Mexico","멕시코","중남미","","","Merida","메리다",""
"Los Cabos Airport","로스 카보 공항","Mexico","멕시코","중남미","","","San Jose Cabo","산 호세 까보",""
"Miguel Hidalgo Airport","미구엘 히달고 공항","Mexico","멕시코","중남미","","","Guadalajara","과달라하라",""
"Minatitlan / Coatzacoalcos National Airport","미나티틀란 코아차콜코스 내셔널 공항","Mexico","멕시코","중남미","Veracruz","베라크루스","Minatitlan","미나티틀란",""
"Ponciano Arriaga International Airport","폰시아노 아리아가 국제공항","Mexico","멕시코","중남미","San Luis Potosi","산루이스포토시","San Luis Potosi","산루이스포토시",""
"Tapachula International Airport","타파출라 국제공항","Mexico","멕시코","중남미","","","Tapachula","타파출라",""
"Xoxocotlan Airport","속소코탄 공항","Mexico","멕시코","중남미","","","Oaxaca","오악사카",""
"Flamingo International Airport (Bonaire International Airport )","플라밍고 국제공항 (보네르 국제공항)","Netherlands Antilles","Caribbean Netherlands","중남미","","","Bonaire","보네르","www.bonaireinternationalairport.com"
"Hato International Airport  (Curacao International Airport)","하토 국제공항 ( 쿠라초 국제공항)","Netherlands Antilles","퀴라소","중남미","","","Curacao","큐라소","www.curacao-airport.com (under construction)"
"Princess Juliana International Airport (formerly Grand Case Airport)","프린세스 훌리아나 국제공항(구 그랑케이스 공항)","Netherlands Antilles","Sint Maarten","중남미","","","St Maarten","쌍마르텐","www.pjiae.com"
"Augusto C. Sandino Airport ( Managua International )","아우구스토 C. 산디모 공항  ( 마나구와 국제공항 )","Nicaragua","니카라과","중남미","","","Managua","마나과",""
"Tocumen lnternational Airport ( General Omar Torrijos Herrera International )","토쿠먼 국제 공항  ( 제너랄 오마르 토리조스 )","Panama","파나마","중남미","","","Panama City","파나마시티","www.tocumenpanama.aero/"
"Alejo Garcia Airport","알레죠 가르시아 공항","Paraguay","파라과이","중남미","","","Ciudad Del Este","시우다드델에스테",""
"Silvio Pettirossi Airport","실비오 페트로씨 공항","Paraguay","파라과이","중남미","","","Asuncion","아순시온","www.dinac.gov.py"
"Jorge Chavez International Airport","호르헤 샤베즈 국제공항","Peru","페루","중남미","","","Lima","리마","www.lap.com.pe"
"Eugenio M. de Hostos Airport","에우제니오 M. 데 호스토스 공항","Puerto Rico","푸에르토리코","중남미","","","Mayaguez","마야구에즈",""
"Luiz Munoz Marin International Airport","루이즈 뮈노스 마랭 국제공항","Puerto Rico","푸에르토리코","중남미","","","San Juan","산후안","www.prpa.gobierno.pr/"
"Golden Rock Airport","골든 락 공항","Saint Kitts and Nevis","세인트키츠네비스","중남미","","","St Kitts","세인트키츠",""
"Hewanorra Airport","헤와노라 공항","Saint Lucia","세인트루시아","중남미","","","St Lucia","세인트루시아","www.slaspa.com"
"George F. L. Charles Airport  (fomerly Vigie Airport)","비기 공항","Saint Lucia","세인트루시아","중남미","","","St Lucia","세인트루시아",""
"Zanderij International Airport ( Johan Adolf Pengel International )","잰더리지 국제공항  ( 후안 아돌프 펜겔 )","Suriname","수리남","중남미","","","Paramaribo","파라마리보",""
"Crown Point International Airport","크라운 포인트 국제공항","Trinidad and Tobago","트리니다드토바고","중남미","Tobago","토바고","Tobago","토바고",""
"Piarco Airport","피아르코 공항","Trinidad and Tobago","트리니다드토바고","중남미","","","Port Of Spain","포트오브스페인","www.piarcoairport.com"
"Grand Turk International Airport","그랜드터크 국제공항","Turks and Caicos Islands","터크스케이커스 제도","중남미","","","Grand Turk Island","그랜드터크아일랜드",""
"Carrasco Airport","체러스코 공항","Uruguay","우루과이","중남미","","","Montevideo","몬테비데오",""
"El Jaguel International Airport","엘 자구엘 국제공항","Uruguay","우루과이","중남미","","","Punta del Este","푼타델에스테",""
"Gen. Jose Antonio Anzoategui International Airport","제너널 호세 안토니오 안조아테귀 공항","Venezuela","베네수엘라","중남미","","","Barcelona","바르셀로나",""
"Simon Bolivar International Airport (Maiquetia International )","시몬 볼리바 국제공항 (마르께띠아)","Venezuela","베네수엘라","중남미","Bargas","바가스","Maiquetia / Caracas","마르께띠아 / 카라카스","www.aeropuerto-maiquetia.com.ve"
"Henry E. Rohlsen Airport (formely Alexander Hamilton Airport)","헨리 E 롤슨 공항 (구>알렉산더 해밀튼 공항)","Virgin Islands(US)","버진 아일랜드","중남미","","","St Croix Island","상크루와","www.viport.com"
"Cyril E. King Airport","시릴 E. 킹 공항","Virgin Islands(US)","버진 아일랜드","중남미","","","St Thomas Island","성 토마스섬",""
"Es Senia Airport","에 세니아 공항","Algeria","알제리","중동아프리카","","","Oran","오랑",""
"Houari Boumediene Airport","훼리 부미딘 공항","Algeria","알제리","중동아프리카","","","Algiers","알제","algiersairport.free.fr"
"In Amenas Airport (Zarzaitine Airport )","인 아메나스 공항","Algeria","알제리","중동아프리카","","","In Amenas","인 아메나스","www.egsa-alger.dz/index.php?option=com_content&view=article&id=37&Itemid=43"
"Noumerate Airport ( Moufdi Zakaria )","뉴머레이트 공항  ( 모프디 자카리아 )","Algeria","알제리","중동아프리카","","","Ghardaia","가르다야",""
"Oued Irara Airport ( Krim Belkacem )","? 이라야 공항  ( 크림 벨카셈 )","Algeria","알제리","중동아프리카","","","Hassi Messaoud","하시메사우드",""
"Tamanrasset Airport","타만라셋 공항","Algeria","알제리","중동아프리카","","","Tamanrasset","타만라셋",""
"Touat Airport","투앗 공항","Algeria","알제리","중동아프리카","","","Adrar","아드라",""
"Zenata Airport","제너타 공항","Algeria","알제리","중동아프리카","","","Tlemcen","틀렘센",""
"4 de Fevereiro Airport","4 드 페브레이로 공항","Angola","앙골라","중동아프리카","","","Luanda","루안다",""
"Bahrain International Airport","바레인 국제공항","Bahrain","바레인","중동아프리카","","","Bahrain","바레인","www.bahrainairport.com"
"Cadjehoun Airport (Cotonou Airport)","캐드훈 ( 코토누 ) 공항","Benin","베냉","중동아프리카","","","Cotonou","코토누",""
"Sir Seretse Khama International Airport","서 서츠 카마 국제공항","Botswana","보츠와나","중동아프리카","","","Gaborone","가보로네",""
"Ouahigouya Airport","우아히구야 공항","Burkina Faso","부르키나 파소","중동아프리카","","","Ouahigouya","우아히구야",""
"Bujumbura International Airport","부줌부라 국제공항","Burundi","부룬디","중동아프리카","","","Bujumbura","부줌부라",""
"Douala International Airport","두알라 국제공항","Cameroon","카메룬","중동아프리카","","","Douala","두알라",""
"Garoua International Airport","가루아 국제공항","Cameroon","카메룬","중동아프리카","","","Garoua","가루아",""
"Nsimalen Airport","시말런 공항","Cameroon","카메룬","중동아프리카","","","Yaounde","야운데",""
"Amilcar Cabral International Airport","아밀카르 카브럴 국제공항","Cape Verde","카보베르데","중동아프리카","","","Sal","살라트","www.changi.airport.com.sg"
"Francisco Mendes Airport (Praia International) ( Porto Inglez )","프란시스코 멘데스 국제공항 (프라이아 국제공항) ( 포르토 잉걸즈 )","Cape Verde","카보베르데","중동아프리카","","","Praia","프라이아",""
"Rabil Airport","레이빌 공항","Cape Verde","카보베르데","중동아프리카","","","Boa Vista","보아 비스타",""
"Sao Pedro Airport","산페드로 공항","Cape Verde","카보베르데","중동아프리카","","","Sao Vicente","상빈센테",""
"Bangui M'Poko International Airport","방기 음포코 국제공항","Central African Republic","중앙아프리카공화국","중동아프리카","","","Bangui","방기",""
"N'Djamena International Airport","은자메나 국제공항","Chad","차드","중동아프리카","","","N'Djamena","은자메나",""
"Prince Said Ibrahim International Airport","프린드 사디브라힘 국제공항","Comoros","코모로","중동아프리카","","","Hahaya , Moroni","하하야 , 모로니",""
"Felix Houphouet Boigny Airport","펠릭스 우후에 보아니 공항","Cote d'Ivoire","코트디부아르","중동아프리카","","","Abidjan","아비장","www.aeria.ci"
"N'djili Airport (Kinshasa International Airport)","니지 공항 (킨샤샤 국제공항)","Democratic Republic of Congo","콩고 민주공화국","중동아프리카","","","Kinshasa","킨샤사",""
"Cairo International Airport","카이로 국제공항","Egypt","이집트","중동아프리카","","","Cairo","카이로","www.cairo-airport.com"
"Aswan International Airport (Daraw Airport)","아스완국제공항 (다라우 국제공항)","Egypt","이집트","중동아프리카","","","Aswan","아스완",""
"El Nohza Airport","엘 노흐자 공항","Egypt","이집트","중동아프리카","","","Alexandria","알렉산드리아",""
"Hurghada International Airport","허가다 국제공항","Egypt","이집트","중동아프리카","","","Hurghada","허가다",""
"Luxor Airport","룩소르 공항","Egypt","이집트","중동아프리카","","","Luxor","룩소르",""
"Ophira International Airport","오피라 국제공항","Egypt","이집트","중동아프리카","","","Sharm El Sheikh","샴엘세이크",""
"Bata Airport","바타 공항","Equatorial Guinea","적도 기니","중동아프리카","","","Bata","바타",""
"Santa Isabel Airport","산타 이사벨 공항","Equatorial Guinea","적도 기니","중동아프리카","","","Malabo","말라보",""
"Asmara International Airport","아스마라 국제공항","Eritrea","에리트레아","중동아프리카","","","Asmara","아스마라",""
"Bole Airport","보울 공항","Ethiopia","이디오피아","중동아프리카","","","Addis Ababa","아디스아바바",""
"Leon M'ba Airport","레온 음바 공항","Gabon","가봉","중동아프리카","","","Libreville","리브르빌",""
"Yundum International Airport","반줄 국제공항","Gambia","잠비아","중동아프리카","","","Banjul","반줄",""
"Kotoka Airport","코타카 공항","Ghana","가나","중동,아프리카","","","Accra","아크라","www.gcaa.com.gh/"
"Conakry International Airport  ( Gbessia )","코나크리 국제공항 ( 그벳시아 )","Guinea","기니","중동아프리카","","","Conakry","코나크리",""
"Imam Khomeini International Airport","아맘 호메이티 국제공항","Iran","이란","중동아프리카","","","Tehran","테헤란","www.ikia.ir"
"Mehrabad International Airport","메드라밧 국제공항","Iran","이란","중동아프리카","","","Tehran","테헤란","mehrabad.airport.ir"
"Baghdad International Airport ((formerly Saddam International /ORBS )","바그다드 국제공항 (구> 사담국제공항)","Iraq","이라크","중동아프리카","","","Baghdad","바그다드",""
"Ben Gurion International Airport","반구리온 국제공항","Israel","이스라엘","중동아프리카","","","Tel Aviv Yafo / Tel Aviv","텔아비브야포 /텔아비브","www.iaa.gov.il/Rashat/en-US/Airports/BenGurion/"
"Eliat Airport ( J Hozman ) (Elat Airport)","엘라트 공항  ( J. 호즈만 )","Israel","이스라엘","중동아프리카","","","Elat (Eiliat)","엘라트","www.iaa.gov.il/Rashat/en-US/Airports/Eilat/"
"Ovda Airport","오브다 공항","Israel","이스라엘","중동아프리카","","","Elat","엘라트",""
"Sde Dov Airport (Dov Hoz Airport)","시드 도브 공항 (도브 호즈 공항)","Israel","이스라엘","중동아프리카","","","Tel Aviv Yafo","탤아비브 욥바",""
"Amman Civil - Marka Airport ( King Abdullah Airbase )","암만 시빌 마르카 공항  ( 킹 압둘라 에어베이스 )","Jordan","요르단","중동아프리카","","","Amman","암만",""
"King Hussein International Airport (Aquaba Airport)","킹 후세인 국제공항 (아카바 공항)","Jordan","요르단","중동,아프리카","","","Aqaba","아카바","www.aac.jo"
"Queen Alia International Airport","퀸 알리아 국제공항","Jordan","요르단","중동아프리카","","","Amman","암만",""
"Jomo Kenyatta International Airport","조모 케냐타 국제공항","Kenya","케냐","중동아프리카","","","Nairobi","나이로비","www.kenyaairports.co.ke"
"Moi International Airport (Mombasa Airport)","모이 국제공항","Kenya","케냐","중동아프리카","","","Mombasa","몸바사",""
"Kuwait International Airport","쿠웨이트 국제공항","Kuwait","쿠웨이트","중동아프리카","","","Kuwait","쿠웨이트","www.kuwait-airport.com.kw"
"Beirut International Airport ( Rafic Hariri International )","베이루트 국제공항  ( 라픽 하리니 )","Lebanon","레바논","중동,아프리카","","","Beirut","베이루트","www.beirutairport.gov.lb"
"Moshoeshoe International Airport","모슈슈 국제공항","Lesotho","레소토","중동아프리카","","","Maseru","마세루",""
"Roberts International Airport","로버츠 국제공항","Liberia","라이베리아","중동아프리카","","","Monrovia","몬로비아",""
"Benina International Airport","베니나 국제공항","Libya","리비아","중동아프리카","","","Benghazi","벵가지",""
"Sebha Airport","세바 공항","Libya","리비아","중동아프리카","","","Sebha","세바",""
"Tripoli International Airport","트리폴리 국제공항","Libya","리비아","중동아프리카","","","Tripoli","트리폴리",""
"Ivato International Airport","아바토 국제공항","Madagascar","마다가스카르","중동아프리카","","","Antananarivo","안타나나리보",""
"Lilongwe International Airport (Kamuzu Int'l)","릴롱궤 ( 까무쥬 ) 국제공항","Malawi","말라위","중동아프리카","","","Lilongwe","릴롱궤",""
"Senou Airport","세노우 공항","Mali","말리","중동아프리카","","","Bamako","바마코",""
"Nouakchott International Airport","누악쇼트 국제공항","Mauritania","모리타니아","중동아프리카","","","Nouakchott","누악쇼트",""
